"TheoremLabel","Assumptions","Method","Status","ScopeClass","SurrogateBlindSpots","CertificateArtifact","CounterexampleArtifact","RepresentativeModelFamily","NoApproximationQ","Source","Acceptance"
"task:sk-completion-boundary-lift","Boundary projection of the exploratory algebraic completion lift back to the welded boundary image.","Exact boundary-projection compatibility audit for the exploratory completion-sector lift.","exact finite-dimensional certificate","exact-model-certificate","Compatibility is certified only for the chosen exploratory exact model.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackE","None","exploratory_algebraic_completion_visible_again_model",true,"Main Mathematica completion-sector reconstruction lane","Projecting the exploratory completion model back to the boundary recovers the certified welded boundary image exactly."
"task:sk-intrinsic-response-map-contract","Intrinsic response-map contract derived from the compressed welded boundary image without appended free completion functionals.","Exact contract extraction from chi and the accepted welded response image, with scalar recovery performed from the response block itself.","exact finite-dimensional certificate","exact-model-certificate","This certifies a finite-dimensional contract realization of the intrinsic response map, not the full continuum response theorem.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackF1","None","uom_intrinsic_response_contract_from_welded_boundary",true,"UOM/canonical_odd_interface_note.tex plus Main Mathematica intrinsic-response contract lane","The active response coordinate is fixed by the intrinsic welded response image itself and not by an appended free completion functional."
"task:sk-split-controlled-lift-contract","Split-faithful A|B lift with classical-control/QND ledger sector and completion sector built from the intrinsic response contract.","Exact tensor-product A|B lift built from the intrinsic response contract, together with QND commutation and accepted-record invariance checks.","exact finite-dimensional certificate","exact-model-certificate","The lift is a contract-level finite-dimensional surrogate for the split structure, not a full microscopic split theorem.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackF2","None","uom_split_controlled_lift_contract",true,"UOM/summability_split_note.tex plus Main Mathematica split-controlled lift lane","The split-faithful completion lift carries an explicit classical-control/QND ledger structure while preserving the accepted record under transported ambiguity."
"task:sk-gaussian-completion-contract","Gaussian completion contract derived from the intrinsic response map and compressed active line, with no appended free functional.","Exact finite-dimensional Gaussian-completion contract built from the intrinsic response scalar, compressed active line, symplectic form, and derived quadrature observables.","exact finite-dimensional certificate","exact-model-certificate","This is a contract-level Gaussian realization surrogate, not the full SK kernel reconstruction.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackF3","None","uom_split_faithful_gaussian_completion_contract",true,"UOM/canonical_odd_interface_note.tex and UOM/compressed_log_spectral_selection_note.tex plus Main Mathematica Gaussian-completion contract lane","The completion observables and covariance tangents are derived from the split-faithful Gaussian contract itself, with no appended free completion functional."
"task:sk-split-faithful-completion-ambiguity-decision","Split-faithful completion decision combining intrinsic response, controlled split, derived Gaussian completion, and lifted fact preservation.","Exact ambiguity audit on the split-faithful completion contract built from the intrinsic response map, controlled split lift, derived Gaussian completion data, and lifted fact preservation.","exact finite-dimensional certificate","exact-model-certificate","The decision is contract-level and does not yet settle the full microscopic completion-sector theorem.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackF4","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackE","uom_split_faithful_gaussian_completion_contract",true,"Main Mathematica split-faithful completion audit lane","Under the split-faithful finite-dimensional contract, transported ambiguity remains dead on the completion lift while the representative still acts nontrivially on a derived completion observable."
"task:uom-contract-traceability","Current WL contract ingredients for welded boundary safety and split-faithful completion.","Exact source/role classification against Main, UOM, and 2T-LS labels.","deferred","deferred","The traceability table is only as fine-grained as the current live theorem/assumption labels. | The completion entries are still non-promoted: one is a bounded packaging theorem on explicit split data, while the Gaussian completion layer remains assumption-backed.","Deferred","Deferred","To be assigned",true,"Main/appendix_main.tex, UOM live notes, and latex/limited_scope_theorem_PRL_Supplementary.tex",""
"task:mock-cosmology-interface-realizations","UOM realization, synthetic non-UOM realizations, and a visible-ambiguity negative control.","Exact mock-realization audit for interface candidacy.","deferred","deferred","Synthetic realizations certify interface shape, not microscopic physics.","Deferred","Deferred","To be assigned",true,"Main Mathematica interface-search lane plus UOM welded/completion contracts",""
"task:cosmology-interface-boundary-minimality","Nested boundary-interface candidates I0, I1, I2.","Exact minimality search on mock realizations.","deferred","deferred","Minimality is certified only in the current exact mock family.","Deferred","Deferred","To be assigned",true,"Main abstract interface lane cross-checked against UOM contract realizations",""
"task:cosmology-interface-completion-minimality","Nested completion-aware interface candidates I0, I1, I2.","Exact minimality search on completion-aware mock realizations.","deferred","deferred","Completion-aware minimality remains contract-level and does not close the microscopic SK theorem.","Deferred","Deferred","To be assigned",true,"Main Mathematica completion-interface search lane",""
"task:boundary-contract-compression","Five-part strong-safe welded package versus a three-axiom conceptual compression.","Exact equivalence audit on the welded ablation family.","deferred","deferred","Compression is certified only inside the present exact ablation family.","Deferred","Deferred","To be assigned",true,"Main Mathematica welded ablation lane plus UOM compressed welded notes",""
"task:manuscript-insertion-gate","Current traceability, compact-interface search, and completion-scope caveats.","Joint manuscript gating decision.","deferred","deferred","This gate is about what the current exact lane honestly licenses, not about the final theorem program.","Deferred","Deferred","To be assigned",true,"Main Mathematica report lane plus UOM contract/completion reports",""
"task:Peierls-odd-derivation","Explicit associative bracket model with parity involution and odd generator J.","Exact basis-level derivation and Gamma-odd checks.","deferred","deferred","Only explicit finite-dimensional bracket models are audited. | Locality and AQFT/HLS remain imported.","Deferred","Deferred","To be assigned",true,"Main/appendix_main.tex:2055-2130",""
"task:delta-calibration-sensitivity","Two canonical representatives Jcan_B1 and Jcan_B2 in an explicit bracket model.","Exact derivation-difference formula plus ambiguity-triviality tests on the physical sector.","deferred","deferred","Physical invisibility is represented by explicit bracket-trivial ambiguity directions. | No AQFT/HLS physical-sector reconstruction is performed.","Deferred","Deferred","To be assigned",true,"Main/appendix_main.tex:2072-2084 plus WL calibration-sensitivity lane",""
"thm:finite-cutoff-canonical-odd-spectral-selection","Certified compressed spectral regime and rank-one LoG operator.","Exact eigenvalue/projector certificates.","deferred","deferred","Branchwise smooth transport of the projector may remain an imported input.","Deferred","Deferred","To be assigned",true,"UOM/compressed_log_spectral_selection_note.tex:259-288",""
"thm:Main-Peierls-Hamiltonization","Canonical representative plus imported bracket axioms on a concrete model.","Formal rewrite + exact model checks.","deferred","abstract-imported-assumptions","Bracket locality and AQFT/HLS semantics stay imported. | Only explicit concrete models can be machine-audited here.","Deferred","Deferred","Explicit bracket models only",true,"Main/appendix_main.tex:2072-2084",""
